ordem_codigo,componente_codigo,quantidade_planejada,quantidade_consumida,justificativa,justificado_por
OP-2025-0203,SA-SUPORTE-EST,120.0000,128.0000,Retrabalho de cordão de solda,supervisor.turno.b
OP-2025-0203,MP-ARAME-MIG,6.6000,6.6000,,
OP-2025-0204,SA-CARC-USIN,55.0000,55.0000,,
OP-2025-0204,SA-EIXO-TEMP,55.0000,55.0000,,
OP-2025-0204,MP-ROLAM-6205,110.0000,110.0000,,
OP-2025-0204,MP-PARAF-M8,440.0000,463.0000,Componente danificado no manuseio,supervisor.turno.b
OP-2025-0205,SA-EIXO-USIN,90.0000,90.0000,,
OP-2025-0205,MP-OLEO-TEMPERA,13.5000,13.5000,,
OP-2025-0374,SA-SUPORTE-EST,7.0000,7.0000,,
OP-2025-0374,MP-TINTA-EPOXI,0.8400,0.8400,,
OP-2025-0206,MP-ALU-A380,224.0000,236.4768,Perda de metal no canal de alimentação,supervisor.turno.c
OP-2025-0207,SA-SUPORTE-EST,120.0000,120.0000,,
OP-2025-0207,MP-ARAME-MIG,6.6000,6.6000,,
OP-2025-0208,SA-SUPORTE-EST,90.0000,90.0000,,
OP-2025-0208,MP-TINTA-EPOXI,10.8000,10.8000,,
OP-2025-0209,MP-ACO-1045,130.0000,133.4320,Quebra de ferramenta durante o corte,supervisor.turno.a
OP-2025-0210,SA-CARC-USIN,55.0000,59.0000,Componente danificado no manuseio,supervisor.turno.a
OP-2025-0210,SA-EIXO-TEMP,55.0000,55.0000,,
OP-2025-0210,MP-ROLAM-6205,110.0000,110.0000,,
OP-2025-0210,MP-PARAF-M8,440.0000,440.0000,,
OP-2025-0211,MP-ALU-A380,80.0000,86.0160,Refugo por porosidade na fundição,supervisor.turno.b
OP-2025-0212,MP-ALU-A380,384.0000,384.0000,,
OP-2025-0213,MP-ACO-1045,312.0000,315.9000,Refugo por dimensional fora de tolerância,analista.pcp
OP-2025-0214,SA-ESTRUT-SOLD,30.0000,30.0000,,
OP-2025-0214,MP-TINTA-EPOXI,24.0000,24.0000,,
OP-2025-0215,SA-CARC-USIN,45.0000,48.0000,Parafuso com rosca danificada substituído,analista.pcp
OP-2025-0215,SA-EIXO-TEMP,90.0000,90.0000,,
OP-2025-0215,MP-ROLAM-6205,180.0000,180.0000,,
OP-2025-0215,MP-PARAF-M8,450.0000,450.0000,,
OP-2025-0216,SA-CARC-USIN,80.0000,80.0000,,
OP-2025-0216,MP-ORING-40,160.0000,160.0000,,
OP-2025-0216,MP-GAXETA-NBR,80.0000,80.0000,,
OP-2025-0216,MP-PARAF-M8,320.0000,320.0000,,
OP-2025-0217,MP-CHAPA-3MM,370.0000,370.0000,,
OP-2025-0218,MP-ALU-A380,224.0000,224.0000,,
OP-2025-0219,SA-ESTRUT-SOLD,30.0000,32.0000,Repintura por falha de aderência,supervisor.turno.c
OP-2025-0219,MP-TINTA-EPOXI,24.0000,24.9624,Variação na espessura da camada de tinta,supervisor.turno.a
OP-2025-0220,SA-CARC-FUND,25.0000,27.0000,Perda de material no setup da máquina,supervisor.turno.b
OP-2025-0221,SA-CARC-FUND,70.0000,70.0000,,
OP-2025-0222,SA-CARC-FUND,120.0000,122.0000,Quebra de ferramenta durante o corte,supervisor.turno.c
OP-2025-0223,SA-EIXO-USIN,50.0000,50.0000,,
OP-2025-0223,MP-OLEO-TEMPERA,7.5000,7.5000,,
OP-2025-0224,MP-CHAPA-3MM,175.7500,175.7500,,
OP-2025-0225,SA-EIXO-USIN,120.0000,120.0000,,
OP-2025-0225,MP-OLEO-TEMPERA,18.0000,18.0000,,
OP-2025-0226,MP-ALU-A380,80.0000,80.0000,,
OP-2025-0227,MP-ACO-1045,130.0000,136.1620,Perda de material no setup da máquina,supervisor.turno.c
OP-2025-0228,SA-SUPORTE-EST,200.0000,200.0000,,
OP-2025-0228,MP-ARAME-MIG,11.0000,11.0000,,
OP-2025-0229,MP-CHAPA-3MM,370.0000,,,
OP-2025-0230,MP-ALU-A380,80.0000,80.0000,,
OP-2025-0231,MP-ACO-1045,130.0000,130.0000,,
OP-2025-0232,SA-CARC-FUND,70.0000,70.0000,,
OP-2025-0233,SA-SUPORTE-EST,95.0000,95.0000,,
OP-2025-0233,MP-TINTA-EPOXI,11.4000,11.4000,,
OP-2025-0234,SA-CARC-USIN,25.0000,24.0000,Aproveitamento de sobra do lote anterior,supervisor.turno.b
OP-2025-0234,SA-EIXO-TEMP,50.0000,50.0000,,
OP-2025-0234,MP-ROLAM-6205,100.0000,100.0000,,
OP-2025-0234,MP-PARAF-M8,250.0000,250.0000,,
OP-2025-0235,SA-SUPORTE-EST,200.0000,,,
OP-2025-0235,MP-ARAME-MIG,11.0000,,,
OP-2025-0236,SA-CARC-USIN,120.0000,120.0000,,
OP-2025-0236,SA-EIXO-TEMP,120.0000,120.0000,,
OP-2025-0236,MP-ROLAM-6205,240.0000,240.0000,,
OP-2025-0236,MP-PARAF-M8,960.0000,960.0000,,
OP-2025-0237,MP-CHAPA-3MM,175.7500,172.8150,Aproveitamento de sobra do lote anterior,supervisor.turno.b
OP-2025-0238,SA-ESTRUT-SOLD,50.0000,50.0000,,
OP-2025-0238,MP-TINTA-EPOXI,40.0000,40.0000,,
OP-2025-0239,SA-CARC-USIN,70.0000,70.0000,,
OP-2025-0239,MP-ORING-40,140.0000,151.0000,Parafuso com rosca danificada substituído,analista.pcp
OP-2025-0239,MP-GAXETA-NBR,70.0000,70.0000,,
OP-2025-0239,MP-PARAF-M8,280.0000,280.0000,,
OP-2025-0240,MP-ALU-A380,464.0000,464.0000,,
OP-2025-0241,SA-CARC-FUND,25.0000,25.0000,,
OP-2025-0242,SA-CARC-FUND,25.0000,25.0000,,
OP-2025-0243,SA-EIXO-USIN,50.0000,50.0000,,
OP-2025-0243,MP-OLEO-TEMPERA,7.5000,7.5000,,
OP-2025-0244,MP-ALU-A380,96.0000,97.5648,Refugo por porosidade na fundição,supervisor.turno.c
OP-2025-0245,SA-ESTRUT-SOLD,50.0000,50.0000,,
OP-2025-0245,MP-TINTA-EPOXI,40.0000,40.0000,,
OP-2025-0246,SA-SUPORTE-EST,95.0000,95.0000,,
OP-2025-0246,MP-TINTA-EPOXI,11.4000,11.4000,,
OP-2025-0247,MP-ALU-A380,144.0000,144.0000,,
OP-2025-0248,SA-EIXO-USIN,50.0000,50.0000,,
OP-2025-0248,MP-OLEO-TEMPERA,7.5000,7.5000,,
OP-2025-0249,MP-ACO-1045,156.0000,165.0792,Perda de material no setup da máquina,supervisor.turno.c
OP-2025-0250,SA-CARC-USIN,70.0000,70.0000,,
OP-2025-0250,MP-ORING-40,140.0000,140.0000,,
OP-2025-0250,MP-GAXETA-NBR,70.0000,70.0000,,
OP-2025-0250,MP-PARAF-M8,280.0000,280.0000,,
OP-2025-0251,MP-ACO-1045,117.0000,121.0131,Refugo por dimensional fora de tolerância,supervisor.turno.b
OP-2025-0252,SA-CARC-USIN,25.0000,25.0000,,
OP-2025-0252,SA-EIXO-TEMP,50.0000,50.0000,,
OP-2025-0252,MP-ROLAM-6205,100.0000,100.0000,,
OP-2025-0252,MP-PARAF-M8,250.0000,264.0000,Componente danificado no manuseio,supervisor.turno.a
OP-2025-0253,SA-CARC-FUND,145.0000,145.0000,,
OP-2025-0254,MP-ALU-A380,144.0000,146.0736,Perda de metal no canal de alimentação,supervisor.turno.b
OP-2025-0255,MP-CHAPA-3MM,296.0000,296.0000,,
OP-2025-0256,MP-ALU-A380,96.0000,96.0000,,
OP-2025-0257,SA-CARC-FUND,30.0000,30.0000,,
OP-2025-0258,MP-ACO-1045,117.0000,114.6600,Aproveitamento de sobra do lote anterior,analista.pcp
OP-2025-0259,SA-CARC-USIN,25.0000,25.0000,,
OP-2025-0259,SA-EIXO-TEMP,50.0000,50.0000,,
OP-2025-0259,MP-ROLAM-6205,100.0000,100.0000,,
OP-2025-0259,MP-PARAF-M8,250.0000,250.0000,,
OP-2025-0260,SA-CARC-FUND,45.0000,48.0000,Refugo por dimensional fora de tolerância,supervisor.turno.a
OP-2025-0261,MP-ACO-1045,156.0000,156.0000,,
OP-2025-0262,SA-EIXO-USIN,60.0000,60.0000,,
OP-2025-0262,MP-OLEO-TEMPERA,9.0000,9.0000,,
OP-2025-0375,SA-CARC-USIN,1.0000,1.0000,,
OP-2025-0375,SA-EIXO-TEMP,2.0000,2.0000,,
OP-2025-0375,MP-ROLAM-6205,4.0000,4.0000,,
OP-2025-0375,MP-PARAF-M8,10.0000,10.0000,,
OP-2025-0263,MP-CHAPA-3MM,296.0000,296.0000,,
OP-2025-0264,SA-SUPORTE-EST,160.0000,160.0000,,
OP-2025-0264,MP-ARAME-MIG,8.8000,9.2928,Retrabalho de cordão de solda,analista.pcp
OP-2025-0265,SA-EIXO-USIN,45.0000,45.0000,,
OP-2025-0265,MP-OLEO-TEMPERA,6.7500,6.7500,,
OP-2025-0266,SA-CARC-FUND,45.0000,45.0000,,
OP-2025-0267,MP-CHAPA-3MM,148.0000,157.6940,Rebarba acima do limite gerou refugo,supervisor.turno.b
OP-2025-0268,SA-CARC-USIN,145.0000,145.0000,,
OP-2025-0268,MP-ORING-40,290.0000,290.0000,,
OP-2025-0268,MP-GAXETA-NBR,145.0000,145.0000,,
OP-2025-0268,MP-PARAF-M8,580.0000,580.0000,,
OP-2025-0269,SA-CARC-FUND,30.0000,30.0000,,
OP-2025-0270,SA-EIXO-USIN,45.0000,45.0000,,
OP-2025-0270,MP-OLEO-TEMPERA,6.7500,6.7500,,
OP-2025-0271,SA-CARC-USIN,30.0000,30.0000,,
OP-2025-0271,SA-EIXO-TEMP,60.0000,60.0000,,
OP-2025-0271,MP-ROLAM-6205,120.0000,120.0000,,
OP-2025-0271,MP-PARAF-M8,300.0000,300.0000,,
OP-2025-0272,SA-SUPORTE-EST,160.0000,160.0000,,
OP-2025-0272,MP-ARAME-MIG,8.8000,8.8000,,
OP-2025-0273,SA-CARC-USIN,45.0000,46.0000,Componente danificado no manuseio,supervisor.turno.b
OP-2025-0273,SA-EIXO-TEMP,45.0000,45.0000,,
OP-2025-0273,MP-ROLAM-6205,90.0000,90.0000,,
OP-2025-0273,MP-PARAF-M8,360.0000,360.0000,,
OP-2025-0274,SA-ESTRUT-SOLD,40.0000,40.0000,,
OP-2025-0274,MP-TINTA-EPOXI,32.0000,34.1600,Repintura por falha de aderência,supervisor.turno.b
OP-2025-0275,MP-ALU-A380,80.0000,82.2800,Refugo por porosidade na fundição,supervisor.turno.b
OP-2025-0276,SA-SUPORTE-EST,80.0000,,,
OP-2025-0276,MP-TINTA-EPOXI,9.6000,,,
OP-2025-0277,SA-EIXO-USIN,60.0000,60.0000,,
OP-2025-0277,MP-OLEO-TEMPERA,9.0000,9.0000,,
OP-2025-0278,MP-CHAPA-3MM,148.0000,152.8396,Rebarba acima do limite gerou refugo,supervisor.turno.a
OP-2025-0279,MP-ALU-A380,432.0000,458.4384,Refugo por porosidade na fundição,supervisor.turno.a
OP-2025-0280,SA-CARC-USIN,45.0000,45.0000,,
OP-2025-0280,SA-EIXO-TEMP,45.0000,45.0000,,
OP-2025-0280,MP-ROLAM-6205,90.0000,90.0000,,
OP-2025-0280,MP-PARAF-M8,360.0000,360.0000,,
OP-2025-0281,MP-ALU-A380,128.0000,,,
OP-2025-0282,MP-ACO-1045,104.0000,104.0000,,
OP-2025-0283,MP-ACO-1045,130.0000,130.0000,,
OP-2025-0284,SA-ESTRUT-SOLD,40.0000,40.0000,,
OP-2025-0284,MP-TINTA-EPOXI,32.0000,33.4944,Variação na espessura da camada de tinta,supervisor.turno.c
OP-2025-0285,SA-CARC-USIN,30.0000,30.0000,,
OP-2025-0285,SA-EIXO-TEMP,60.0000,64.0000,Parafuso com rosca danificada substituído,supervisor.turno.a
OP-2025-0285,MP-ROLAM-6205,120.0000,120.0000,,
OP-2025-0285,MP-PARAF-M8,300.0000,300.0000,,
OP-2025-0286,SA-SUPORTE-EST,80.0000,81.0000,Variação na espessura da camada de tinta,analista.pcp
OP-2025-0286,MP-TINTA-EPOXI,9.6000,9.9638,Variação na espessura da camada de tinta,supervisor.turno.b
OP-2025-0287,SA-CARC-FUND,135.0000,140.0000,Quebra de ferramenta durante o corte,supervisor.turno.b
OP-2025-0288,SA-CARC-FUND,25.0000,25.0000,,
OP-2025-0289,MP-CHAPA-3MM,185.0000,185.0000,,
OP-2025-0290,SA-CARC-FUND,40.0000,40.0000,,
OP-2025-0291,MP-ALU-A380,80.0000,80.0000,,
OP-2025-0292,MP-ACO-1045,130.0000,134.4850,Refugo por dimensional fora de tolerância,supervisor.turno.b
OP-2025-0293,SA-EIXO-USIN,40.0000,40.0000,,
OP-2025-0293,MP-OLEO-TEMPERA,6.0000,6.0000,,
OP-2025-0294,MP-CHAPA-3MM,185.0000,182.3915,Aproveitamento de sobra do lote anterior,supervisor.turno.b
OP-2025-0295,MP-ALU-A380,128.0000,128.0000,,
OP-2025-0296,SA-EIXO-USIN,50.0000,50.0000,,
OP-2025-0296,MP-OLEO-TEMPERA,7.5000,7.3185,Aproveitamento de sobra do lote anterior,supervisor.turno.a
OP-2025-0297,SA-SUPORTE-EST,100.0000,100.0000,,
OP-2025-0297,MP-ARAME-MIG,5.5000,5.7651,Peça refugada por trinca na solda,analista.pcp
OP-2025-0298,MP-CHAPA-3MM,92.5000,92.5000,,
OP-2025-0299,SA-CARC-FUND,25.0000,25.0000,,
OP-2025-0300,MP-ACO-1045,104.0000,104.0000,,
OP-2025-0301,SA-CARC-USIN,40.0000,40.0000,,
OP-2025-0301,SA-EIXO-TEMP,40.0000,41.0000,Parafuso com rosca danificada substituído,supervisor.turno.a
OP-2025-0301,MP-ROLAM-6205,80.0000,80.0000,,
OP-2025-0301,MP-PARAF-M8,320.0000,320.0000,,
OP-2025-0302,SA-CARC-USIN,25.0000,25.0000,,
OP-2025-0302,SA-EIXO-TEMP,50.0000,50.0000,,
OP-2025-0302,MP-ROLAM-6205,100.0000,100.0000,,
OP-2025-0302,MP-PARAF-M8,250.0000,258.0000,Parafuso com rosca danificada substituído,supervisor.turno.b
OP-2025-0303,SA-CARC-USIN,135.0000,135.0000,,
OP-2025-0303,MP-ORING-40,270.0000,270.0000,,
OP-2025-0303,MP-GAXETA-NBR,135.0000,135.0000,,
OP-2025-0303,MP-PARAF-M8,540.0000,540.0000,,
OP-2025-0304,SA-SUPORTE-EST,100.0000,102.0000,Peça refugada por trinca na solda,supervisor.turno.a
OP-2025-0304,MP-ARAME-MIG,5.5000,5.9103,Consumo extra de arame por ajuste de parâmetro,analista.pcp
OP-2025-0305,SA-SUPORTE-EST,50.0000,53.0000,Repintura por falha de aderência,supervisor.turno.b
OP-2025-0305,MP-TINTA-EPOXI,6.0000,6.0000,,
OP-2025-0306,MP-CHAPA-3MM,92.5000,92.5000,,
OP-2025-0307,MP-CHAPA-3MM,185.0000,185.0000,,
OP-2025-0308,SA-ESTRUT-SOLD,25.0000,25.0000,,
OP-2025-0308,MP-TINTA-EPOXI,20.0000,20.0000,,
OP-2025-0309,SA-CARC-FUND,40.0000,41.0000,Perda de material no setup da máquina,supervisor.turno.a
OP-2025-0310,SA-EIXO-USIN,50.0000,50.0000,,
OP-2025-0310,MP-OLEO-TEMPERA,7.5000,7.5000,,
OP-2025-0311,MP-ALU-A380,176.0000,176.0000,,
OP-2025-0312,MP-ALU-A380,144.0000,144.0000,,
OP-2025-0313,SA-EIXO-USIN,40.0000,40.0000,,
OP-2025-0313,MP-OLEO-TEMPERA,6.0000,6.0000,,
OP-2025-0314,SA-SUPORTE-EST,100.0000,106.0000,Peça refugada por trinca na solda,supervisor.turno.b
OP-2025-0314,MP-ARAME-MIG,5.5000,5.5000,,
OP-2025-0315,SA-ESTRUT-SOLD,25.0000,25.0000,,
OP-2025-0315,MP-TINTA-EPOXI,20.0000,21.5940,Variação na espessura da camada de tinta,supervisor.turno.b
OP-2025-0316,MP-ALU-A380,112.0000,112.0000,,
OP-2025-0317,MP-ACO-1045,234.0000,241.5348,Quebra de ferramenta durante o corte,supervisor.turno.a
OP-2025-0318,MP-ACO-1045,91.0000,91.0000,,
OP-2025-0319,SA-CARC-USIN,25.0000,25.0000,,
OP-2025-0319,SA-EIXO-TEMP,50.0000,50.0000,,
OP-2025-0319,MP-ROLAM-6205,100.0000,100.0000,,
OP-2025-0319,MP-PARAF-M8,250.0000,250.0000,,
OP-2025-0376,SA-CARC-USIN,2.0000,2.0000,,
OP-2025-0376,SA-EIXO-TEMP,4.0000,4.0000,,
OP-2025-0376,MP-ROLAM-6205,8.0000,8.0000,,
OP-2025-0376,MP-PARAF-M8,20.0000,20.0000,,
OP-2025-0320,SA-SUPORTE-EST,50.0000,50.0000,,
OP-2025-0320,MP-TINTA-EPOXI,6.0000,6.2982,Variação na espessura da camada de tinta,supervisor.turno.b
OP-2025-0321,MP-CHAPA-3MM,259.0000,259.0000,,
OP-2025-0322,SA-CARC-USIN,40.0000,40.0000,,
OP-2025-0322,SA-EIXO-TEMP,40.0000,40.0000,,
OP-2025-0322,MP-ROLAM-6205,80.0000,80.0000,,
OP-2025-0322,MP-PARAF-M8,320.0000,320.0000,,
OP-2025-0323,MP-ALU-A380,112.0000,112.0000,,
OP-2025-0324,MP-CHAPA-3MM,92.5000,91.2790,Aproveitamento de sobra do lote anterior,supervisor.turno.a
OP-2025-0325,SA-CARC-FUND,55.0000,55.0000,,
OP-2025-0326,SA-CARC-FUND,45.0000,46.0000,Refugo por dimensional fora de tolerância,analista.pcp
OP-2025-0327,SA-CARC-FUND,35.0000,35.0000,,
OP-2025-0328,SA-ESTRUT-SOLD,25.0000,25.0000,,
OP-2025-0328,MP-TINTA-EPOXI,20.0000,20.0000,,
OP-2025-0329,MP-ALU-A380,176.0000,176.0000,,
OP-2025-0330,MP-ACO-1045,91.0000,91.0000,,
OP-2025-0331,SA-SUPORTE-EST,140.0000,140.0000,,
OP-2025-0331,MP-ARAME-MIG,7.7000,7.7000,,
OP-2025-0332,SA-EIXO-USIN,90.0000,90.0000,,
OP-2025-0332,MP-OLEO-TEMPERA,13.5000,13.7390,Reprocesso por dureza abaixo da especificação,supervisor.turno.b
OP-2025-0333,SA-SUPORTE-EST,50.0000,50.0000,,
OP-2025-0333,MP-TINTA-EPOXI,6.0000,6.0000,,
OP-2025-0334,SA-EIXO-USIN,35.0000,35.0000,,
OP-2025-0334,MP-OLEO-TEMPERA,5.2500,5.2500,,
OP-2025-0335,MP-CHAPA-3MM,92.5000,92.5000,,
OP-2025-0336,SA-CARC-FUND,35.0000,35.0000,,
OP-2025-0337,MP-CHAPA-3MM,259.0000,259.0000,,
OP-2025-0338,SA-CARC-FUND,55.0000,54.0000,Aproveitamento de sobra do lote anterior,analista.pcp
OP-2025-0339,SA-CARC-USIN,35.0000,35.0000,,
OP-2025-0339,SA-EIXO-TEMP,35.0000,35.0000,,
OP-2025-0339,MP-ROLAM-6205,70.0000,70.0000,,
OP-2025-0339,MP-PARAF-M8,280.0000,280.0000,,
OP-2025-0340,SA-CARC-USIN,45.0000,45.0000,,
OP-2025-0340,SA-EIXO-TEMP,90.0000,94.0000,Componente danificado no manuseio,analista.pcp
OP-2025-0340,MP-ROLAM-6205,180.0000,186.0000,Componente danificado no manuseio,supervisor.turno.a
OP-2025-0340,MP-PARAF-M8,450.0000,477.0000,Componente danificado no manuseio,analista.pcp
OP-2025-0341,SA-ESTRUT-SOLD,35.0000,35.0000,,
OP-2025-0341,MP-TINTA-EPOXI,28.0000,28.0000,,
OP-2025-0342,SA-CARC-USIN,55.0000,56.0000,Componente danificado no manuseio,supervisor.turno.b
OP-2025-0342,MP-ORING-40,110.0000,110.0000,,
OP-2025-0342,MP-GAXETA-NBR,55.0000,55.0000,,
OP-2025-0342,MP-PARAF-M8,220.0000,220.0000,,
OP-2025-0343,SA-SUPORTE-EST,50.0000,50.0000,,
OP-2025-0343,MP-TINTA-EPOXI,6.0000,6.0000,,
OP-2025-0344,SA-EIXO-USIN,35.0000,35.0000,,
OP-2025-0344,MP-OLEO-TEMPERA,5.2500,5.3508,Troca parcial do óleo de têmpera,supervisor.turno.a
OP-2025-0345,SA-SUPORTE-EST,140.0000,140.0000,,
OP-2025-0345,MP-ARAME-MIG,7.7000,7.7000,,
OP-2025-0346,MP-CHAPA-3MM,92.5000,92.5000,,
OP-2025-0347,MP-ALU-A380,64.0000,64.0000,,
OP-2025-0348,MP-ACO-1045,104.0000,109.4080,Quebra de ferramenta durante o corte,supervisor.turno.c
OP-2025-0349,SA-CARC-USIN,35.0000,35.0000,,
OP-2025-0349,SA-EIXO-TEMP,35.0000,35.0000,,
OP-2025-0349,MP-ROLAM-6205,70.0000,71.0000,Componente danificado no manuseio,supervisor.turno.b
OP-2025-0349,MP-PARAF-M8,280.0000,280.0000,,
OP-2025-0350,SA-CARC-USIN,55.0000,55.0000,,
OP-2025-0350,MP-ORING-40,110.0000,110.0000,,
OP-2025-0350,MP-GAXETA-NBR,55.0000,55.0000,,
OP-2025-0350,MP-PARAF-M8,220.0000,229.0000,Parafuso com rosca danificada substituído,supervisor.turno.b
OP-2025-0351,MP-ALU-A380,256.0000,256.0000,,
OP-2025-0352,SA-SUPORTE-EST,50.0000,50.0000,,
OP-2025-0352,MP-TINTA-EPOXI,6.0000,6.0000,,
OP-2025-0353,MP-ALU-A380,144.0000,144.0000,,
OP-2025-0354,SA-ESTRUT-SOLD,35.0000,35.0000,,
OP-2025-0354,MP-TINTA-EPOXI,28.0000,27.7228,Aproveitamento de sobra do lote anterior,supervisor.turno.c
OP-2025-0355,MP-ACO-1045,208.0000,208.0000,,
OP-2025-0356,MP-CHAPA-3MM,92.5000,92.5000,,
OP-2025-0357,SA-CARC-FUND,20.0000,20.0000,,
OP-2025-0358,MP-ALU-A380,64.0000,64.0000,,
OP-2025-0359,MP-CHAPA-3MM,481.0000,481.0000,,
OP-2025-0360,SA-SUPORTE-EST,50.0000,53.0000,Repintura por falha de aderência,supervisor.turno.b
OP-2025-0360,MP-TINTA-EPOXI,6.0000,6.0000,,
OP-2025-0361,SA-EIXO-USIN,40.0000,40.0000,,
OP-2025-0361,MP-OLEO-TEMPERA,6.0000,6.0000,,
OP-2025-0362,MP-ACO-1045,104.0000,104.0000,,
OP-2025-0363,SA-CARC-FUND,45.0000,46.0000,Perda de material no setup da máquina,supervisor.turno.b
OP-2025-0364,SA-CARC-FUND,80.0000,80.0000,,
OP-2025-0365,MP-CHAPA-3MM,74.0000,74.0000,,
OP-2025-0366,MP-ALU-A380,144.0000,144.0000,,
OP-2025-0367,SA-EIXO-USIN,80.0000,80.0000,,
OP-2025-0367,MP-OLEO-TEMPERA,12.0000,12.0000,,
OP-2025-0368,SA-SUPORTE-EST,260.0000,260.0000,,
OP-2025-0368,MP-ARAME-MIG,14.3000,14.4487,Consumo extra de arame por ajuste de parâmetro,analista.pcp
OP-2025-0369,SA-CARC-FUND,20.0000,20.0000,,
OP-2026-0001,SA-CARC-USIN,20.0000,20.0000,,
OP-2026-0001,SA-EIXO-TEMP,40.0000,40.0000,,
OP-2026-0001,MP-ROLAM-6205,80.0000,80.0000,,
OP-2026-0001,MP-PARAF-M8,200.0000,200.0000,,
OP-2026-0002,SA-SUPORTE-EST,40.0000,40.0000,,
OP-2026-0002,MP-TINTA-EPOXI,4.8000,4.8000,,
OP-2026-0003,SA-CARC-USIN,80.0000,80.0000,,
OP-2026-0003,SA-EIXO-TEMP,80.0000,80.0000,,
OP-2026-0003,MP-ROLAM-6205,160.0000,160.0000,,
OP-2026-0003,MP-PARAF-M8,640.0000,640.0000,,
OP-2026-0004,SA-CARC-USIN,45.0000,45.0000,,
OP-2026-0004,MP-ORING-40,90.0000,90.0000,,
OP-2026-0004,MP-GAXETA-NBR,45.0000,45.0000,,
OP-2026-0004,MP-PARAF-M8,180.0000,180.0000,,
OP-2026-0005,SA-CARC-FUND,45.0000,45.0000,,
OP-2026-0006,SA-EIXO-USIN,40.0000,40.0000,,
OP-2026-0006,MP-OLEO-TEMPERA,6.0000,6.0000,,
OP-2026-0007,SA-ESTRUT-SOLD,65.0000,65.0000,,
OP-2026-0007,MP-TINTA-EPOXI,52.0000,52.6344,Variação na espessura da camada de tinta,analista.pcp
OP-2026-0008,MP-ALU-A380,128.0000,128.0000,,
OP-2026-0009,MP-CHAPA-3MM,74.0000,74.0000,,
OP-2026-0010,MP-ACO-1045,104.0000,111.4256,Refugo por dimensional fora de tolerância,supervisor.turno.b
OP-2026-0011,SA-CARC-USIN,20.0000,,,
OP-2026-0011,SA-EIXO-TEMP,40.0000,,,
OP-2026-0011,MP-ROLAM-6205,80.0000,,,
OP-2026-0011,MP-PARAF-M8,200.0000,,,
OP-2026-0012,MP-ALU-A380,80.0000,77.3680,Aproveitamento de sobra do lote anterior,supervisor.turno.a
OP-2026-0013,SA-SUPORTE-EST,40.0000,42.0000,Variação na espessura da camada de tinta,supervisor.turno.c
OP-2026-0013,MP-TINTA-EPOXI,4.8000,4.8000,,
OP-2026-0014,MP-ALU-A380,144.0000,144.0000,,
OP-2026-0015,MP-ACO-1045,130.0000,139.2300,Quebra de ferramenta durante o corte,supervisor.turno.b
OP-2026-0016,MP-CHAPA-3MM,74.0000,74.0000,,
OP-2026-0017,MP-CHAPA-3MM,148.0000,146.4756,Aproveitamento de sobra do lote anterior,supervisor.turno.a
OP-2026-0018,SA-CARC-USIN,45.0000,45.0000,,
OP-2026-0018,MP-ORING-40,90.0000,96.0000,Componente danificado no manuseio,supervisor.turno.c
OP-2026-0018,MP-GAXETA-NBR,45.0000,45.0000,,
OP-2026-0018,MP-PARAF-M8,180.0000,180.0000,,
OP-2026-0019,MP-ALU-A380,144.0000,150.8112,Refugo por porosidade na fundição,supervisor.turno.c
OP-2026-0020,MP-ALU-A380,80.0000,84.2880,Refugo por porosidade na fundição,supervisor.turno.c
OP-2026-0021,SA-CARC-FUND,40.0000,40.0000,,
OP-2026-0022,MP-ALU-A380,128.0000,128.0000,,
OP-2026-0023,MP-ACO-1045,104.0000,107.3072,Quebra de ferramenta durante o corte,analista.pcp
OP-2026-0024,SA-CARC-FUND,25.0000,25.0000,,
OP-2026-0025,SA-SUPORTE-EST,40.0000,41.0000,Repintura por falha de aderência,supervisor.turno.c
OP-2026-0025,MP-TINTA-EPOXI,4.8000,4.8000,,
OP-2026-0026,MP-ACO-1045,130.0000,130.0000,,
OP-2026-0027,SA-SUPORTE-EST,80.0000,80.0000,,
OP-2026-0027,MP-ARAME-MIG,4.4000,4.4000,,
OP-2026-0028,SA-EIXO-USIN,40.0000,40.0000,,
OP-2026-0028,MP-OLEO-TEMPERA,6.0000,6.4014,Troca parcial do óleo de têmpera,supervisor.turno.a
OP-2026-0029,SA-CARC-FUND,45.0000,45.0000,,
OP-2026-0030,MP-CHAPA-3MM,138.7500,138.7500,,
OP-2026-0031,SA-EIXO-USIN,50.0000,50.0000,,
OP-2026-0031,MP-OLEO-TEMPERA,7.5000,7.5000,,
OP-2026-0032,MP-CHAPA-3MM,148.0000,148.0000,,
OP-2026-0033,SA-CARC-FUND,40.0000,40.0000,,
OP-2026-0034,SA-CARC-FUND,45.0000,45.0000,,
OP-2026-0035,SA-CARC-FUND,25.0000,25.0000,,
OP-2026-0036,SA-CARC-USIN,40.0000,40.0000,,
OP-2026-0036,SA-EIXO-TEMP,40.0000,40.0000,,
OP-2026-0036,MP-ROLAM-6205,80.0000,80.0000,,
OP-2026-0036,MP-PARAF-M8,320.0000,320.0000,,
OP-2026-0037,SA-ESTRUT-SOLD,20.0000,20.0000,,
OP-2026-0037,MP-TINTA-EPOXI,16.0000,16.0000,,
OP-2026-0038,SA-EIXO-USIN,40.0000,40.0000,,
OP-2026-0038,MP-OLEO-TEMPERA,6.0000,6.0000,,
OP-2026-0039,SA-SUPORTE-EST,80.0000,80.0000,,
